sample_id,target_class_id,u1_x,u1_y,u1_z,u1_distance_m,u1_angle_deg,u1_required_rate_bpshz,u1_pilot_snr_db,u2_x,u2_y,u2_z,u2_distance_m,u2_angle_deg,u2_required_rate_bpshz,u2_pilot_snr_db,angular_separation_deg,u1_num_paths,u1_channel_power_db,u1_strongest_delay_ns,u1_rms_delay_spread_ns,u2_num_paths,u2_channel_power_db,u2_strongest_delay_ns,u2_rms_delay_spread_ns,tx0_sector_label,tx0_codebook_label,tx0_sector_angle_deg,tx0_refinement_angle_deg,tx0_target_angle_deg,tx1_sector_label,tx1_codebook_label,tx1_sector_angle_deg,tx1_refinement_angle_deg,tx1_target_angle_deg,best_tx0_sector,best_tx0_codebook,best_tx1_sector,best_tx1_codebook,target_score,target_sinr_u1_db,target_sinr_u2_db,target_rate_u1_bpshz,target_rate_u2_bpshz,target_sum_rate_bpshz
95,53,2.9229772426699485,-1.854205158564438,1.5,3.4614841804077896,-32.38920234450971,3.0753339106749773,30.89564554542127,5.469467924389951,-6.033733888761457,1.5,8.143772099974248,-47.808275939641256,4.013140400077525,23.46438106110735,15.419073595131543,1,-69.10435485839844,11.546268463134766,0.0,1,-76.5356216430664,27.16469955444336,0.0,6,0,-30.0,-5.0,-35.0,5,0,-45.0,-5.0,-50.0,6,0,5,0,11.69931002896236,30.25378971798905,8.954140129880017,10.05145156669145,3.147281551968452,13.198733118659902
96,55,3.0484402181681696,-1.9918432362654077,1.5,3.641486954748218,-33.16050070710609,1.6505640123663494,30.455317596686267,3.305890050774741,-1.2515485175397323,1.5,3.5348667187840794,-20.735734154698356,4.823135367462449,30.7134325490444,12.424766552407732,1,-69.54468536376953,12.146693229675293,0.0,1,-69.28656768798828,11.791047096252441,0.0,6,0,-30.0,-5.0,-35.0,7,0,-15.0,-5.0,-20.0,6,0,7,0,13.638510768179348,17.216315154643546,23.739704330861425,5.74626630811916,7.892244460060188,13.638510768179348
97,55,1.9662616727509632,-1.219292972568175,1.5,2.3136249304248846,-31.803348262234245,2.4546629195318457,34.395034782231036,4.035243776986653,-1.2683197951130214,1.5,4.2298732182401215,-17.44848482164789,1.9890134801799855,29.154345058736816,14.354863440586353,1,-65.60496520996094,7.717421531677246,0.0,1,-70.84565734863281,14.10933780670166,0.0,6,0,-30.0,-5.0,-35.0,7,0,-15.0,-5.0,-20.0,6,0,7,0,9.279887102928878,11.752567411072798,15.788825682024676,3.997401210570176,5.282485892358703,9.279887102928878
98,56,1.9349642072309687,-0.6680418642656758,1.5,2.0470384499751173,-19.04711394232351,2.0137569025403614,35.45837256060753,4.407148972354851,-0.12817243127623199,1.5,4.409012387901363,-1.6658547247227649,2.397444938280451,28.794067227035015,17.381259217600743,1,-64.5416259765625,6.828185081481934,0.0,1,-71.2059326171875,14.70688247680664,8.881784197001252e-07,7,0,-15.0,-5.0,-20.0,0,0,0.0,-5.0,-5.0,7,0,0,0,13.748973935755593,28.99383090879404,12.131185558667198,9.63335982911747,4.115614106638123,13.748973935755593
99,56,8.851219150030852,-3.426581592641908,1.5,9.491340361240095,-21.162966771556896,3.7821949669069626,22.13434198048914,4.444604376073532,-0.23781608695635012,1.5,4.4509622050773725,-3.0627870930676577,1.4173479473217463,28.71181464790334,18.100179678489237,1,-77.86566162109375,31.659700393676758,0.0,1,-71.2881851196289,14.846811294555664,0.0,7,0,-15.0,-5.0,-20.0,0,0,0.0,-5.0,-5.0,7,0,0,0,9.905116308133794,15.32980027127353,14.200057133498397,5.134127361933407,4.7709889462003865,9.905116308133794
100,57,2.7344176392176696,-0.995375562712799,1.5,2.909950572863834,-20.00238555944328,2.7318172574637516,32.40318014628627,7.513673301200982,1.1459208780159291,1.5,7.600554001903628,8.671440105019608,1.1564649882771052,24.06398758649056,28.67382566446289,1,-67.5968246459961,9.706550598144531,0.0,1,-75.9360122680664,25.352720260620117,0.0,7,0,-15.0,-5.0,-20.0,1,0,15.0,-5.0,10.0,7,0,1,0,13.364604629396085,19.339689170686945,20.805583034204776,6.441204652832389,6.923399976563696,13.364604629396085
101,57,4.55650418560006,-1.941125515816992,1.5,4.95274657756145,-23.074587095002222,1.7279326964247632,27.783969531547378,4.697464695692377,0.6584876790977144,1.5,4.743393362435775,7.979690178175749,2.228825568091898,28.159109421386358,31.054277273177973,1,-72.21602630615234,16.520584106445312,0.0,1,-71.84088897705078,15.822256088256836,0.0,7,0,-15.0,-5.0,-20.0,1,0,15.0,-5.0,10.0,7,0,1,0,13.448384807470644,15.507621847499557,24.84133008477745,5.191549353470579,8.256835454000065,13.448384807470644
102,58,6.214808717667533,-1.8578941234760848,1.5,6.486572127961219,-16.64384095240944,4.921614679796022,25.440587785578987,3.138144634545344,1.2754894452723256,1.5,3.3874511173339217,22.1191355727248,1.6204953824855406,31.083432497919414,38.76297652513424,1,-74.55941009521484,21.63687515258789,0.0,1,-68.91656494140625,11.299321174621582,0.0,7,0,-15.0,-5.0,-20.0,2,0,30.0,-5.0,25.0,7,0,2,0,16.44758732508362,23.838272987296627,25.644165512705094,7.924851980216452,8.522735344867169,16.44758732508362
103,58,7.150079575174415,-3.039638058891111,1.5,7.7693653190196725,-23.031289775056738,3.9796355662200704,23.873181799574567,7.899923546824399,3.0900500680186216,1.5,8.482759071701405,21.36292106335212,3.2092665683248502,23.110149231496138,44.39421083840885,1,-76.12681579589844,25.915813446044922,0.0,1,-76.88984680175781,28.29543685913086,0.0,7,0,-15.0,-5.0,-20.0,2,0,30.0,-5.0,25.0,7,0,2,0,12.72529393278061,16.280059459942144,21.897836811674885,5.44170050997865,7.28359342280196,12.72529393278061
104,59,4.97875935361057,-1.6617931491368731,1.5,5.2487713964015414,-18.457801081465323,1.54305535259039,27.27974020575237,4.937062458269392,4.341717405480358,1.5,6.574579510957649,41.32882059545875,2.115308062954789,25.323532731420322,59.78662167692407,1,-72.72026062011719,17.50801658630371,0.0,1,-74.67646789550781,21.930435180664062,0.0,7,0,-15.0,-5.0,-20.0,3,0,45.0,-5.0,40.0,7,0,3,0,13.851489153910542,23.249242312812918,18.36455876984084,7.730042339334497,6.121446814576046,13.851489153910542
105,59,5.765584342902913,-2.0375362633354652,1.5,6.115023862548229,-19.46322046947992,2.4537921981829647,25.95293006355329,1.7188447095034873,1.4741131953018882,1.5,2.264384430248378,40.61700445718859,3.990971102363446,34.58188833787544,60.080224926668514,1,-74.04707336425781,20.397523880004883,0.0,1,-65.41810607910156,7.553172588348389,0.0,7,0,-15.0,-5.0,-20.0,3,0,45.0,-5.0,40.0,7,0,3,0,13.600349253350371,20.77979682333587,20.082791555008082,6.914904761984179,6.685444491366193,13.600349253350371
106,60,5.611158618700515,-2.097407816619938,1.5,5.990343946171663,-20.495355440874462,1.2950243690725611,26.13185657231421,5.042699502486779,6.917070326464512,1.5,8.56006309402193,53.90711141382994,2.9358722978417333,23.031354084539196,74.4024668547044,1,-73.8681411743164,19.981637954711914,0.0,1,-76.96864318847656,28.55329704284668,0.0,7,0,-15.0,-5.0,-20.0,4,0,60.0,-5.0,55.0,7,0,4,0,16.071002633977734,25.61208815660038,22.731445284306524,8.512108557546242,7.558894076431491,16.071002633977734
107,60,6.66148953134319,-2.841257225198886,1.5,7.242111943068803,-23.09920790439476,1.3190060862429456,24.48358756915934,5.2091584700494895,6.865850840793662,1.5,8.618308403283987,52.81221112998623,2.1769934270352613,22.9724522744357,75.911419034381,1,-75.51641845703125,24.15708351135254,0.0,1,-77.02754974365234,28.747581481933594,0.0,7,0,-15.0,-5.0,-20.0,4,0,60.0,-5.0,55.0,7,0,4,0,13.441348570155775,18.617104630051642,21.757198008053216,6.204169613051416,7.2371789571043585,13.441348570155775
108,61,6.6421695623374415,-2.8890463844497174,1.5,7.243273121065085,-23.506883172986146,3.3385952946015336,24.482195129798427,3.5819790960580713,-4.7893027046920205,1.5,5.980634969780993,-53.20672826528735,4.7343207914507985,26.14594628627525,29.699845092301207,1,-75.51780700683594,24.16095733642578,0.0,1,-73.85405731201172,19.949249267578125,0.0,7,0,-15.0,-5.0,-20.0,5,0,-45.0,-5.0,-50.0,7,0,5,0,12.711377348453205,12.455239990891656,25.557760414397045,4.217266334180196,8.494111014273008,12.711377348453205
109,61,3.496135513048869,-1.1650965988117985,1.5,3.685161273291075,-18.430790760581665,3.6044480676087267,30.351763264905912,1.8177817763798125,-2.1335968650937884,1.5,2.8029566834463546,-49.56966795889669,2.718222819965286,32.72856467074861,31.138877198315022,1,-69.64823913574219,12.292375564575195,0.0,1,-67.27143859863281,9.349656105041504,0.0,7,0,-15.0,-5.0,-20.0,5,0,-45.0,-5.0,-50.0,7,0,5,0,15.17990269668151,26.604442791250417,19.028152129961228,8.840954200849596,6.338948495831912,15.17990269668151
110,62,8.172047523850534,-2.354570601696375,1.5,8.504490781372184,-16.073009916846352,4.93594486710456,23.087926626385435,7.225109879579746,-4.769104343447807,1.5,8.657168648622573,-33.4277488125328,1.813054746169085,22.93337561579523,17.354738895686445,1,-76.91207122802734,28.36792755126953,1.7763568394002505e-06,1,-77.0666275024414,28.87720489501953,1.7763568394002505e-06,7,0,-15.0,-5.0,-20.0,6,0,-30.0,-5.0,-35.0,7,0,6,0,8.879129929000364,12.352613090538156,17.448064802163536,4.1850279056862805,5.821854589205407,10.006882494891688
111,62,1.9495020982305575,-0.7041413359969348,1.5,2.072769512527839,-19.859230349486737,2.295509117254904,35.34987167601643,6.685299393009991,-4.366887626672668,1.5,7.985169723817184,-33.15287022180243,2.6631447033440097,23.635209670977954,13.293639872315694,1,-64.65013122558594,6.9140143394470215,0.0,1,-76.36479187011719,26.63566017150879,1.7763568394002505e-06,7,0,-15.0,-5.0,-20.0,6,0,-30.0,-5.0,-35.0,7,0,6,0,16.929344985889976,34.42960523548302,16.433616812159823,11.437787451289113,5.491557534600865,16.929344985889976
