sample_id,target_class_id,tx0_x,tx0_y,tx0_z,tx1_x,tx1_y,tx1_z,u1_x,u1_y,u1_z,u1_distance_m,u1_angle_deg,u1_required_rate_bpshz,u1_pilot_snr_db,u2_x,u2_y,u2_z,u2_distance_m,u2_angle_deg,u2_required_rate_bpshz,u2_pilot_snr_db,angular_separation_deg,h11_power_db,h12_power_db,h21_power_db,h22_power_db,h11_num_paths,h12_num_paths,h21_num_paths,h22_num_paths,tx0_sector_label,tx0_codebook_label,tx0_sector_angle_deg,tx0_refinement_angle_deg,tx0_target_angle_deg,tx1_sector_label,tx1_codebook_label,tx1_sector_angle_deg,tx1_refinement_angle_deg,tx1_target_angle_deg,best_tx0_sector,best_tx0_codebook,best_tx0_target_angle_deg,best_tx1_sector,best_tx1_codebook,best_tx1_target_angle_deg,target_score,best_score,target_is_best,target_sinr_u1_db,target_sinr_u2_db,target_rate_u1_bpshz,target_rate_u2_bpshz,target_sum_rate_bpshz
20,30,0.0,-0.01,1.5,0.0,0.01,1.5,1.4835361585016953,1.3450461589411637,1.5,2.0025056063003532,42.196984121432294,2.8724895775972388,29.95172745012196,2.14931335666551,-1.3262130208991476,1.5,2.525547244052901,-31.676259355728575,4.014770311134871,27.924996928950282,73.87324347716087,-74.07142860589391,-76.03989030863802,-74.01315978746634,-76.07600859736155,1,1,1,1,3,0,45.0,0.0,45.0,6,0,-30.0,0.0,-30.0,3,0,45.0,6,0,-30.0,-28.423906938465862,-28.423906938465862,1,-0.5313074256247554,-2.2641867550425285,0.914449095261143,0.6723977466638686,1.5868468419250117
21,31,0.0,-0.01,1.5,0.0,0.01,1.5,1.7144142707618577,1.7368892641770814,1.5,2.440491878250267,45.37310658193021,1.4098914791151644,28.229861229628604,2.419501879983357,-0.6786700016100323,1.5,2.512883267947073,-15.66880213354234,2.8061214942769506,27.959908507767437,61.041908715472545,-75.78568510709559,-76.00497872982086,-75.73502600795969,-76.02364882446639,1,1,1,1,3,0,45.0,0.0,45.0,7,0,-15.0,0.0,-15.0,3,0,45.0,7,0,-15.0,-8.423623811888334,-8.423623811888334,1,-1.8311360062131534,-2.0854134787906293,0.7276797232502513,0.6948083776260731,1.4224881008763244
22,32,0.0,-0.01,1.5,0.0,0.01,1.5,1.1612737059304508,1.7780341510085662,1.5,2.1236671260435793,56.8505521920717,1.5764173954410103,29.44663108217398,2.1953325267494517,-0.07939606031469956,1.5,2.196767770474983,-2.071247669140539,4.73208833374056,29.11973499449165,58.92179986121224,-74.58674268125829,-74.84515224309663,-74.51825615541432,-74.84801109309902,1,1,1,1,4,0,60.0,0.0,60.0,0,0,0.0,0.0,0.0,4,0,60.0,0,0,0.0,-30.00284540104075,-30.00284540104075,1,-1.15650789640613,-1.1162576882894835,0.8206588974407384,0.8264746114594094,1.6471335089001478
23,33,0.0,-0.01,1.5,0.0,0.01,1.5,1.2228569807743386,2.1180504210914317,1.5,2.4457139615486767,60.0,2.8760599463109653,28.216756835054145,2.0888897447026378,0.5872128341715381,1.5,2.169856971816258,15.701332210502208,2.4960503918527537,29.236210000796188,44.29866778949779,-75.80964285155778,-74.75034313931852,-75.74813040253414,-74.72867723679211,1,1,1,1,4,0,60.0,0.0,60.0,1,0,15.0,0.0,15.0,4,0,60.0,1,0,15.0,-12.910966322954646,-12.910966322954646,1,-1.8476351068707044,-0.7937358749661804,0.7255110947972311,0.8741787236940429,1.599689818491274
24,34,0.0,-0.01,1.5,0.0,0.01,1.5,1.413548431281929,2.203700838793374,1.5,2.6180940690659344,57.32214281259304,3.7782578440333343,27.6223251528413,2.2746352837286086,1.291273045616302,1.5,2.615597781066181,29.582864874185795,1.0616692192476802,27.6190195289221,27.73927793840725,-76.39841329123468,-76.37865590250289,-76.34256208474699,-76.34586770866619,1,1,1,1,4,0,60.0,0.0,60.0,2,0,30.0,0.0,30.0,4,0,60.0,2,0,30.0,-19.18690102462326,-19.18690102462326,1,-2.81979940017636,-2.392782903137667,0.6063667217422904,0.6566309065224801,1.2629976282647706
25,37,0.0,-0.01,1.5,0.0,0.01,1.5,1.158514344821579,1.902886437519317,1.5,2.2278088520455093,58.6661303556893,1.3048568266463776,29.029861735437944,1.9766744412697568,-1.9545405960456088,1.5,2.779832870580429,-44.67741207144923,3.215116763450572,27.095672871628025,103.34354242713853,-75.00162911712515,-76.86921436596026,-74.93502550215035,-76.91315336606506,1,1,1,1,4,0,60.0,0.0,60.0,5,0,-45.0,0.0,-45.0,4,0,60.0,5,0,-45.0,-12.820373405965338,-12.820373405965338,1,-1.135430913563966,-2.9560597493922587,0.8237004920162101,0.5909936080584234,1.4146941000746334
26,38,0.0,-0.01,1.5,0.0,0.01,1.5,1.1818497493784041,2.0470238128359397,1.5,2.363699498756808,60.0,1.1262737861400933,28.51409514093591,2.3187466586603427,-1.36925316369702,1.5,2.6928498460446697,-30.56246016280455,3.061124647888459,27.366207959169788,90.56246016280454,-75.51443926780316,-76.5986792784185,-75.45079209665238,-76.63148134886461,1,1,1,1,4,0,60.0,0.0,60.0,6,0,-30.0,0.0,-30.0,4,0,60.0,6,0,-30.0,-10.774897041102541,-10.774897041102541,1,-1.5526354996142089,-2.6858921324080915,0.7650402656343168,0.6217861937373899,1.3868264593717066
27,40,0.0,-0.01,1.5,0.0,0.01,1.5,1.8408729721734356,-1.626637522167915,1.5,2.456575447284946,-41.464551647668685,2.602090441974203,28.17087894070848,2.105402406900019,-0.12917556448896214,1.5,2.109361425038733,-3.5109433830110826,3.6088666465229973,29.473482313468825,37.9536082646576,-75.79400829687981,-74.49140492411946,-75.84083282954958,-74.4964478380876,1,1,1,1,5,0,-45.0,0.0,-45.0,0,0,0.0,0.0,0.0,5,0,-45.0,0,0,0.0,-21.822717954097467,-21.822717954097467,1,-2.50086293024757,-1.1950883899044187,0.643606501817435,0.8151130087646834,1.4587195105821182
28,41,0.0,-0.01,1.5,0.0,0.01,1.5,1.6981976999619777,-1.6306067663628123,1.5,2.3543053868740857,-43.836776632374985,2.812302420627016,28.542370950281853,2.4304729033312062,0.7158990920800526,1.5,2.5337146729393716,16.412408919339512,3.403960154068192,27.888553579145384,60.2491855517145,-75.42251628730644,-76.09570552898256,-75.47362129937383,-76.0763336584429,1,1,1,1,5,0,-45.0,0.0,-45.0,1,0,15.0,0.0,15.0,5,0,-45.0,1,0,15.0,-21.77936045175331,-21.77936045175331,1,-1.5331088487376274,-2.2208644077600255,0.7677134484055418,0.6777758583996835,1.4454893068052252
29,42,0.0,-0.01,1.5,0.0,0.01,1.5,1.4001893326120738,-1.5075215625703295,1.5,2.057462376029057,-47.113997287391356,3.0362217648954286,29.71838007132466,2.3239689739063483,1.1630077458084478,1.5,2.5987340780637354,26.585229789793978,4.7352374956723375,27.67376062348469,73.69922707718533,-74.24650716626363,-76.32104189827432,-74.3083714528338,-76.2911266141036,1,1,1,1,5,0,-45.0,0.0,-45.0,2,0,30.0,0.0,30.0,5,0,-45.0,2,0,30.0,-41.83187467556012,-41.83187467556012,1,-0.5247949275644218,-2.952799923134395,0.9154651175022079,0.5913576740448963,1.5068227915471042
